scenario_id,coverage_unit_id,coverage_unit_type,control_coverage_status,claim_coverage_status,island_component_coverage_status,historical_overlay_coverage_status,source_evidence_status,notes
seven_years_war_1756_08_01,euc_08_01,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_09_01,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_00_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_01_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_02_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_03_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_04_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,SOURCE_IDENTIFIED,candidate source identified (see historical geometry catalogue); geometry pending
seven_years_war_1756_08_01,euc_05_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_06_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_07_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_08_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_09_02,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_00_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_01_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_02_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_03_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_04_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_05_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_06_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_07_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_08_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_09_03,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_00_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_01_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_02_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_03_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_04_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_05_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_06_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_07_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_08_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,euc_09_04,EUROPE_CHUNK,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,"no political data built yet — absence of control rows here means UNKNOWN, never neutral"
seven_years_war_1756_08_01,region_kanto_pilot,REGION,TERRITORY_PARTIAL,TERRITORY_PARTIAL,TERRITORY_PARTIAL,UNASSESSED,EVIDENCE_PARTIAL,"MAPGEN-008 pilot rows only (Edo hex, Toshima component, one UNRESOLVED hex) — deliberately partial."
seven_years_war_1756_08_01,region_low_countries_1756_pilot,REGION,SOURCE_IDENTIFIED,UNASSESSED,UNASSESSED,UNASSESSED,SOURCE_IDENTIFIED,"MAPGEN-011: geometry substrate ACQUIRED (HALC v15.0) but 1756 political evidence gap -> SOURCE_GAP; no control rows exist here and their absence means UNKNOWN, never neutral."
seven_years_war_1756_08_01,region_central_europe_1756_pilot,REGION,TERRITORY_PARTIAL,UNASSESSED,UNASSESSED,UNASSESSED,EVIDENCE_PARTIAL,"MAPGEN-012: Meissen/Electoral-Saxony core digitised from the 1756 Vaugondy sheet. Hexes outside the digitised feature have NO control row and therefore remain UNKNOWN, never neutral."
seven_years_war_1756_08_01,region_brandenburg_1756_pilot,REGION,UNASSESSED,UNASSESSED,NOT_APPLICABLE,UNASSESSED,GEOREFERENCED_VALIDATED,"MAPGEN-018R: the MAPGEN-018 georeference was built on a grid reconstructed from border ticks, not on observed control points, so the status is downgraded to GEOREFERENCE_PROVISIONAL. Independent checks on 5 towns give a median of 9.3 km and a maximum of 28.6 km with a systematic component. No geometry, no membership, no control. Absence still means UNKNOWN."
seven_years_war_1756_08_01,region_great_britain_main_island_1756,REGION,TERRITORY_PARTIAL,,,,HISTORICALLY_AUTHORISED_LANDMASS_SCOPE,"Great Britain main island: every hex of the MAIN-ISLAND scope is evaluated on exact land intersection. Offshore components (Hebrides, Orkney, Shetland, Anglesey, Wight, Arran, Islay, Isle of Man, Channel Islands) are identified and excluded, so this is TERRITORY_PARTIAL and the polity as a whole is NOT COMPLETE."
seven_years_war_1756_08_01,region_ireland_main_island_1756,REGION,TERRITORY_PARTIAL,,,,HISTORICALLY_AUTHORISED_LANDMASS_SCOPE,"Ireland main island: every hex of the MAIN-ISLAND scope is evaluated on exact land intersection. Offshore components (Hebrides, Orkney, Shetland, Anglesey, Wight, Arran, Islay, Isle of Man, Channel Islands) are identified and excluded, so this is TERRITORY_PARTIAL and the polity as a whole is NOT COMPLETE."
seven_years_war_1756_08_01,region_sicily_main_island_1756,REGION,TERRITORY_PARTIAL,,,,HISTORICALLY_AUTHORISED_LANDMASS_SCOPE,"Sicily main island: every hex of the MAIN-ISLAND scope is evaluated on exact land intersection. Offshore components (Aeolian Islands, Egadi, Pantelleria, Ustica and Malta) are identified and excluded. For Sardinia the mainland Savoyard possessions (Piedmont, Savoy, Nice) are also outside scope: Piedmont, Savoy and Nice belong to the same actor, pol_sardinia (Savoy-Piedmont), but are UNASSESSED and NOT_PRODUCED by that stage - a coverage statement, not a redefinition of the actor. TERRITORY_PARTIAL, never COMPLETE."
seven_years_war_1756_08_01,region_sardinia_main_island_1756,REGION,TERRITORY_PARTIAL,,,,HISTORICALLY_AUTHORISED_LANDMASS_SCOPE,"Sardinia main island: every hex of the MAIN-ISLAND scope is evaluated on exact land intersection. Offshore components (La Maddalena archipelago, Sant'Antioco, San Pietro and Asinara) are identified and excluded. For Sardinia the mainland Savoyard possessions (Piedmont, Savoy, Nice) are also outside scope: Piedmont, Savoy and Nice belong to the same actor, pol_sardinia (Savoy-Piedmont), but are UNASSESSED and NOT_PRODUCED by that stage - a coverage statement, not a redefinition of the actor. TERRITORY_PARTIAL, never COMPLETE."
seven_years_war_1756_08_01,region_iceland_main_island_1756,REGION,TERRITORY_PARTIAL,,,,HISTORICALLY_AUTHORISED_LANDMASS_SCOPE,"Iceland main island: every hex of the MAIN-ISLAND scope is evaluated on exact land intersection under the Danish-Norwegian crown. The Faroes, Vestmannaeyjar and the smaller offshore components are identified and excluded; Denmark, Norway, Schleswig, Holstein and Greenland are outside this stage's scope entirely. TERRITORY_PARTIAL, never COMPLETE."
seven_years_war_1756_08_01,region_malta_main_island_1756,REGION,TERRITORY_PARTIAL,,,,HISTORICALLY_AUTHORISED_LANDMASS_SCOPE,"Malta main island: exact land intersection under the Order of Saint John, authorised by the 1530 privilege of Charles V. Comino and Filfla are not named in that instrument and are withheld. TERRITORY_PARTIAL."
seven_years_war_1756_08_01,region_gozo_1756,REGION,TERRITORY_PARTIAL,,,,HISTORICALLY_AUTHORISED_LANDMASS_SCOPE,Gozo: authorised as a separate component of the same actor because the 1530 privilege names it. Coverage is partial for the same reasons as Malta. TERRITORY_PARTIAL.
