ev_e712bd687c0f,seven_years_war_1756_08_01,src_0478d4eda69b,POLITY_EXISTENCE,POLITY,pol_hungary,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Kingdom of Hungary existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_6277ac12ebee,seven_years_war_1756_08_01,src_0478d4eda69b,POLITY_EXISTENCE,POLITY,pol_austria_archduchy,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Archduchy of Austria existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_f17ce8be2cca,seven_years_war_1756_08_01,src_0478d4eda69b,POLITY_EXISTENCE,POLITY,pol_milan,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Duchy of Milan existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_2bb02f2ce59b,seven_years_war_1756_08_01,src_d756921e5f15,POLITY_EXISTENCE,POLITY,pol_prussia_monarchy,HIGH,"Actor-level modeling of a composite/confederal structure (interpretation DERIVED, see polity notes).",UNKNOWN,Prussian Monarchy (Hohenzollern lands) existed as a political entity on 1756-08-01.,DERIVED,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_4ce5f35f5047,seven_years_war_1756_08_01,src_d756921e5f15,POLITY_EXISTENCE,POLITY,pol_brandenburg,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Margraviate of Brandenburg (Electorate) existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_50d1880b9640,seven_years_war_1756_08_01,src_d756921e5f15,POLITY_EXISTENCE,POLITY,pol_prussia_kingdom_proper,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Kingdom of Prussia (East Prussia) existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_90d86da01971,seven_years_war_1756_08_01,src_cf694f0b686f,POLITY_EXISTENCE,POLITY,pol_saxony,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Electorate of Saxony existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_d6b1a78a6e22,seven_years_war_1756_08_01,src_2a22eae2a6c2,POLITY_EXISTENCE,POLITY,pol_bavaria,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Electorate of Bavaria existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_77a426d33e91,seven_years_war_1756_08_01,src_2a22eae2a6c2,POLITY_EXISTENCE,POLITY,pol_palatinate,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Electorate of the Palatinate existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_0ced0ae5c09f,seven_years_war_1756_08_01,src_2a22eae2a6c2,POLITY_EXISTENCE,POLITY,pol_cologne,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Electorate of Cologne existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_2994f337c248,seven_years_war_1756_08_01,src_2a22eae2a6c2,POLITY_EXISTENCE,POLITY,pol_mainz,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Electorate of Mainz existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_6bb5cd77dc38,seven_years_war_1756_08_01,src_2a22eae2a6c2,POLITY_EXISTENCE,POLITY,pol_trier,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Electorate of Trier existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_e519b03cba44,seven_years_war_1756_08_01,src_2a22eae2a6c2,POLITY_EXISTENCE,POLITY,pol_wurttemberg,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Duchy of Württemberg existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_a7767f2d226d,seven_years_war_1756_08_01,src_cf694f0b686f,POLITY_EXISTENCE,POLITY,pol_hesse_kassel,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Landgraviate of Hesse-Kassel existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_4ff0275bc3a2,seven_years_war_1756_08_01,src_2a22eae2a6c2,POLITY_EXISTENCE,POLITY,pol_mecklenburg_schwerin,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Duchy of Mecklenburg-Schwerin existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_a03adfa1cce8,seven_years_war_1756_08_01,src_cf694f0b686f,POLITY_EXISTENCE,POLITY,pol_brunswick_wolfenbuettel,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Principality of Brunswick-Wolfenbüttel existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_8a444e10e5f9,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_denmark_norway,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Kingdom of Denmark-Norway existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_68013963e04d,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_sweden,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Kingdom of Sweden existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_13dbb694173e,seven_years_war_1756_08_01,src_cf694f0b686f,POLITY_EXISTENCE,POLITY,pol_swedish_pomerania,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Swedish Pomerania existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_482aa865a02b,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_russia,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Russian Empire existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_cc60ca9f22ba,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_plc,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Polish-Lithuanian Commonwealth existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_1036ab9e62e8,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_courland,MEDIUM,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Duchy of Courland and Semigallia existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_ab17d89e3575,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_ottoman,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Ottoman Empire existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_15a5ee66d490,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_moldavia,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Principality of Moldavia existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_bb53c12caed5,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_wallachia,HIGH,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Principality of Wallachia existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_b199fcdb0d84,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_crimea,MEDIUM,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Crimean Khanate existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_d61befa131b7,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_swiss_confederacy,HIGH,"Actor-level modeling of a composite/confederal structure (interpretation DERIVED, see polity notes).",UNKNOWN,Swiss Confederacy existed as a political entity on 1756-08-01.,DERIVED,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_c0683f5f97d3,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_ragusa,MEDIUM,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Republic of Ragusa existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
ev_7b7337106898,seven_years_war_1756_08_01,src_497229e79aa1,POLITY_EXISTENCE,POLITY,pol_order_st_john,MEDIUM,Existence of this 1756 polity as described in the cited work.,UNKNOWN,Order of Saint John (Malta) existed as a political entity on 1756-08-01.,DIRECT,Locator UNKNOWN: work-level attribution at catalogue stage; pinpoint locators are added together with boundary evidence in the next stage.
