scenario_id,territorial_target_type,territorial_target_id,controller_scenario_polity_id,control_status,source_confidence,source_id,notes
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001253,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001253,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001253,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001253,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000408_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000407_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000406_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000405_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000404_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000403_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000402_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000401_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000400_r+001254,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001254,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001254,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000395_r+001254,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000410_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000409_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000408_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000407_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000406_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000405_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000404_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000403_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000402_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000401_r+001255,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000400_r+001255,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001255,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001255,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001255,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000395_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000394_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000393_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000392_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000391_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000387_r+001255,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000410_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000409_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000408_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000407_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000406_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000405_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000404_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000403_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000402_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000401_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000400_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001256,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000395_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000394_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000393_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000392_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000391_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000390_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000389_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000388_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000387_r+001256,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000411_r+001257,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000410_r+001257,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000409_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000408_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000407_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000406_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000405_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000404_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000403_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000402_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000401_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000400_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000395_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000394_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000393_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000392_r+001257,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000391_r+001257,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000390_r+001257,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000389_r+001257,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000388_r+001257,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000387_r+001257,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000413_r+001258,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000412_r+001258,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000411_r+001258,,UNRESOLVED,MEDIUM,src_9d6f03b5c85f,hex centre lies within the source's own positional uncertainty (9.168 km) of the drawn boundary — no second source resolves it
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000410_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000409_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000408_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000407_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000406_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000405_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000404_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000403_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000402_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000401_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000400_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001258,sp_992101257e91,CONTROLLED,MEDIUM,src_9d6f03b5c85f,historical hex binding MAX_GROUND_LAND_SHARE; membership_count=1
