point_id,historical_map_label,pixel_x,pixel_y,symbol_px,symbol_bbox,reference_feature_name,reference_lon,reference_lat,discovery,zone,symbol_type,chosen_anchor,anchor_reason,identity_confidence,georeference_source,bnf_transform_used,bnf_pixel_reused,split_role
blha_nauen,NAUEN,2962.9552572706934,3030.8657718120803,447,"[2948,3021,2978,3040]",Nauen,12.87374,52.60701,MAP_FIRST_GLOBAL_SYMBOL_SCAN,centre,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
blha_neuruppin,NEU RUPPIN,2936.1495327102803,2202.0654205607475,856,"[2918,2187,2954,2218]",Neuruppin,12.80311,52.92815,MAP_FIRST_GLOBAL_SYMBOL_SCAN,NW,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
blha_oranienburg,ORANIENBURG,3334.0724876441514,2846.449752883031,607,"[3315,2834,3351,2859]",Oranienburg,13.25194,52.748,MAP_FIRST_GLOBAL_SYMBOL_SCAN,centre,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
blha_prenzlau,PRENZLOW,4217.947552447553,1358.6993006993007,286,"[4207,1348,4230,1371]",Prenzlau,13.86397,53.31702,MAP_FIRST_GLOBAL_SYMBOL_SCAN,NE,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
blha_rathenow,RATENAU,2310.0342105263157,2876.4736842105262,380,"[2296,2865,2325,2886]",Rathenow,12.33696,52.60659,MAP_FIRST_GLOBAL_SYMBOL_SCAN,NW,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,MODEL_SELECTION_HOLDOUT
blha_spandau,SPANDAU,3335.6500920810313,3415.7329650092083,1086,"[3312,3398,3358,3434]",Spandau,13.19921,52.5511,MAP_FIRST_GLOBAL_SYMBOL_SCAN,centre,URBS_FORTIFIED_PLAN,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",MEDIUM,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
blha_stargard,STARGARD,5706.500970873786,1567.611650485437,515,"[5695,1549,5723,1584]",Stargard,15.0499,53.33672,MAP_FIRST_GLOBAL_SYMBOL_SCAN,NE,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,MODEL_SELECTION_HOLDOUT
blha_strausberg,STRAUSBERG,4205.7766143106455,3374.106457242583,573,"[4192,3360,4221,3390]",Strausberg,13.88741,52.57859,MAP_FIRST_GLOBAL_SYMBOL_SCAN,centre,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,MODEL_SELECTION_HOLDOUT
blha_sulechow,ZULLICHAU,5968.3,4570.9,66,"[5956,4559,5980,4583]",Sulechow,15.62513,52.08362,MAP_FIRST_TILE_READ_THEN_SEEDED,SE,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
blha_swidwin,SCHIFELBEIN,6488.324475524476,642.7818181818182,715,"[6469,632,6508,655]",Swidwin,15.77671,53.77464,MAP_FIRST_GLOBAL_SYMBOL_SCAN,NE,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,BLIND_VALIDATION
blha_szczecin,STETTIN,5110.311785714286,1228.6717857142858,2800,"[5080,1187,5150,1272]",Szczecin,14.55302,53.42894,MAP_FIRST_GLOBAL_SYMBOL_SCAN,NE,URBS_FORTIFIED_PLAN,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
blha_templin,TEMPLIN,3874.5787965616046,1997.1232091690545,349,"[3865,1982,3885,2013]",Templin,13.5022,53.11865,MAP_FIRST_GLOBAL_SYMBOL_SCAN,NE,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
blha_wittenberg,WITTENBERG,2527.5,4945.4,70,"[2516,4933,2540,4957]",Wittenberg,12.64973,51.8661,MAP_FIRST_TILE_READ_THEN_SEEDED,SW,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
blha_zerbst,ZERBST,1854.0,4462.3,151,"[1842,4450,1866,4474]",Zerbst,12.08517,51.9662,MAP_FIRST_TILE_READ_THEN_SEEDED,SW,URBS_STAR,RED_SYMBOL_FILL_CENTROID,"the Lotter plate marks Urbes with a solid red-orange fill whose green channel is far darker relative to red than the pale territorial wash; the anchor is the centroid of that fill, found by a global connected-component scan of the whole engraved field",HIGH,BLHA_AKS_1145_A_ONLY,NO,NO,FIT
