point_id,historical_map_label,pixel_x,pixel_y,reference_feature_name,reference_lon,reference_lat,reference_source,identity_confidence,symbol_type,zone,selection_method,discovered_using_prior_transform,notes,symbol_radius_px,symbol_bbox,chosen_anchor,anchor_reason,symbol_uncertainty_px,symbol_position_uncertainty_m,observation_class,pixel_coordinate_directly_observed,feature_kind,inside_inset,split_role,split_reason
ofp_rostock,ROSTOCK,975.8,2225.0,Rostock,12.14049,54.0887,"GeoNames cities15000 (CC BY 4.0), local copy",HIGH,TOWN_CIRCLE_WITH_BUILDING,NW,MAP_FIRST_TILE_SCAN,NO,,4.0,"[970.8,2220.0,980.8,2230.0]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",6.3,409.0,OBSERVED_FEATURE_POINT,YES,TOWN_SYMBOL,NO,FIT,
ofp_slupsk,Stolpe,5502.9,1267.8,Slupsk,17.02872,54.46405,"GeoNames cities15000 (CC BY 4.0), local copy",HIGH,TOWN_CIRCLE_WITH_BUILDING,NE,MAP_FIRST_TILE_SCAN,NO,,4.0,"[5497.9,1262.8,5507.9,1272.8]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",6.3,409.0,OBSERVED_FEATURE_POINT,YES,TOWN_SYMBOL,NO,FIT,
ofp_stralsund,STRALSUND,2054.1,1707.2,Stralsund,13.0818,54.30911,"GeoNames cities15000 (CC BY 4.0), local copy",HIGH,TOWN_CIRCLE_WITH_BUILDING,NW,MAP_FIRST_TILE_SCAN,NO,,4.0,"[2049.1,1702.2,2059.1,1712.2]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",6.3,409.0,OBSERVED_FEATURE_POINT,YES,TOWN_SYMBOL,NO,FIT,
ofp_sulechow,Zullichaw,4183.9,5745.3,Sulechow,15.62513,52.08362,"GeoNames cities15000 (CC BY 4.0), local copy",HIGH,TOWN_CIRCLE_WITH_BUILDING,SE,MAP_FIRST_TILE_SCAN,NO,,4.0,"[4178.9,5740.3,4188.9,5750.3]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",6.3,409.0,OBSERVED_FEATURE_POINT,YES,TOWN_SYMBOL,NO,FIT,
ofp_swidwin,Schifelbein,4474.7,2597.8,Swidwin,15.77671,53.77464,"GeoNames cities15000 (CC BY 4.0), local copy",HIGH,TOWN_CIRCLE_WITH_BUILDING,centre,MAP_FIRST_TILE_SCAN,NO,,4.0,"[4469.7,2592.8,4479.7,2602.8]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",6.3,409.0,OBSERVED_FEATURE_POINT,YES,TOWN_SYMBOL,NO,FIT,
ofp_swiebodzin,Schwibussin,4089.0,5482.2,Swiebodzin,15.53355,52.24751,"GeoNames cities15000 (CC BY 4.0), local copy",HIGH,TOWN_CIRCLE_WITH_BUILDING,SE,MAP_FIRST_TILE_SCAN,NO,,4.0,"[4084.0,5477.2,4094.0,5487.2]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",6.3,409.0,OBSERVED_FEATURE_POINT,YES,TOWN_SYMBOL,NO,FIT,
ofp_szczecin,STETTIN,3348.8,3221.6,Szczecin,14.55302,53.42894,"GeoNames cities15000 (CC BY 4.0), local copy",MEDIUM,FORTIFIED_TOWN,centre,MAP_FIRST_TILE_SCAN,NO,"symbol sits inside dense Oder channel hatching, harder to isolate",4.0,"[3343.8,3216.6,3353.8,3226.6]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",10.2,662.0,OBSERVED_FEATURE_POINT,YES,FORTIFICATION_SYMBOL,NO,FIT,
ofp_szczecinek,Nien Stettin,5295.8,2565.9,Szczecinek,16.69937,53.70791,"GeoNames cities15000 (CC BY 4.0), local copy",HIGH,TOWN_CIRCLE_WITH_BUILDING,NE,MAP_FIRST_TILE_SCAN,NO,,4.0,"[5290.8,2560.9,5300.8,2570.9]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",6.3,409.0,OBSERVED_FEATURE_POINT,YES,TOWN_SYMBOL,NO,FIT,
ofp_universitats__und_hansestadt_greifswald,Gripswalde,2273.8,2044.0,Universitats- und Hansestadt Greifswald,13.40244,54.08905,"GeoNames cities15000 (CC BY 4.0), local copy",HIGH,TOWN_CIRCLE_WITH_BUILDING,NW,MAP_FIRST_TILE_SCAN,NO,,4.0,"[2268.8,2039.0,2278.8,2049.0]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",6.3,409.0,OBSERVED_FEATURE_POINT,YES,TOWN_SYMBOL,NO,FIT,
ofp_walcz,Die Krone,5225.0,3725.7,Walcz,16.47122,53.27787,"GeoNames cities15000 (CC BY 4.0), local copy",HIGH,TOWN_CIRCLE_WITH_BUILDING,SE,MAP_FIRST_TILE_SCAN,NO,"Deutsch Krone, not Krone an der Brahe",4.0,"[5220.0,3720.7,5230.0,3730.7]",SYMBOL_CIRCLE_CENTRE,"the engraved settlement circle, not the centre of the label text; located by an annulus template (dark ring, light core, light halo) seeded on the circle read at native resolution and refined to the darkness-weighted centroid of the ring",6.3,409.0,OBSERVED_FEATURE_POINT,YES,TOWN_SYMBOL,NO,FIT,
